Window,Nsim,Metric,Component,MedianScore,P10Score,P90Score,FloorMedian,FloorMin,FloorMax
famp1,500,Wasserstein,kzz,0.0500139884771442,0.0227202812222563,0.0836447313855711,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,750,MAE,kxx,0.00317569444444445,0.00224652777777778,0.00425208333333333,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,750,MAE,kyy,0.00245763888888889,0.00141319444444445,0.00391597222222222,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,750,MAE,kzz,0.00265694444444444,0.001925,0.00412916666666667,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,750,Hellinger,kxx,0.0463562474778971,0.0356707049064424,0.055613328744385,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,750,Hellinger,kyy,0.056185001478018,0.0456816492965116,0.067442620037668,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,750,Hellinger,kzz,0.0461563898228606,0.0372438781462296,0.0571179252436203,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,750,Wasserstein,kxx,0.0336630476776728,0.0252003160096218,0.0714008972803645,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,750,Wasserstein,kyy,0.02327503001557,0.0160987947418352,0.0408578811863193,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,750,Wasserstein,kzz,0.0327762371730464,0.0180410517869905,0.0689751059076854,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,1000,MAE,kxx,0.00275625,0.00182916666666667,0.00398125,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,1000,MAE,kyy,0.00215,0.00138541666666667,0.00316666666666667,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,1000,MAE,kzz,0.00199583333333333,0.00136875,0.00352708333333333,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,1000,Hellinger,kxx,0.0412572071242944,0.0316256863429434,0.0509671666263138,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,1000,Hellinger,kyy,0.0462947057711125,0.0344870659515468,0.0557277446327291,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,1000,Hellinger,kzz,0.0394854291133764,0.0331311841257412,0.0510050785341629,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,1000,Wasserstein,kxx,0.0275819745357942,0.0189829333160794,0.0736597750927432,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,1000,Wasserstein,kyy,0.0216948664405543,0.0127613389890512,0.0328906850864409,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,1000,Wasserstein,kzz,0.0244178879898053,0.0168110307476426,0.0477764906692897,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,1500,MAE,kxx,0.00230763888888889,0.00141319444444444,0.00310277777777778,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,1500,MAE,kyy,0.00168958333333333,0.000981944444444444,0.00230902777777778,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,1500,MAE,kzz,0.00175347222222222,0.00113194444444445,0.00300694444444445,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,1500,Hellinger,kxx,0.0319749247199082,0.024575324928429,0.042901848924704,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,1500,Hellinger,kyy,0.03540009358968,0.0278325906438847,0.0438911852337295,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,1500,Hellinger,kzz,0.0365828765267102,0.0279792581468163,0.0426324860877012,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,1500,Wasserstein,kxx,0.0276769122485084,0.0143873442552582,0.056347326634525,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,1500,Wasserstein,kyy,0.0154788094793149,0.0118061503902278,0.0329453574181639,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,1500,Wasserstein,kzz,0.0262191170268716,0.0149680711094071,0.038273796722435,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,2000,MAE,kxx,0.00225416666666667,0.001625,0.00333125,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,2000,MAE,kyy,0.00140625,0.000785416666666667,0.00234375,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,2000,MAE,kzz,0.00171458333333333,0.00106458333333333,0.0027,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,2000,Hellinger,kxx,0.0280943043107403,0.0214227579254099,0.0385318528993613,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,2000,Hellinger,kyy,0.030787424319546,0.0244114581731526,0.0417956564736216,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,2000,Hellinger,kzz,0.0342950133236548,0.0225862852436703,0.0429563224977075,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,2000,Wasserstein,kxx,0.0249757958092275,0.0152864148821479,0.0534797254848388,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,2000,Wasserstein,kyy,0.014640532490966,0.0104252614611876,0.0228842125543589,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,2000,Wasserstein,kzz,0.0213535952628089,0.0166678820403437,0.0424980129641861,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp2,20,MAE,kxx,0.0196729166666667,0.0153291666666667,0.0245166666666667,0.000658333333333332,0.0005125,0.000799999999999999
famp2,20,MAE,kyy,0.02238125,0.0149958333333333,0.0268666666666667,0.000775000000000001,0.000745833333333334,0.000791666666666667
famp2,20,MAE,kzz,0.0170041666666667,0.0109604166666667,0.0284833333333333,0.000554166666666665,0.000374999999999999,0.000691666666666665
famp2,20,Hellinger,kxx,0.26720254383917,0.230348590584664,0.334741114633541,0.00985128219056745,0.00983774257600999,0.0136373198668696
famp2,20,Hellinger,kyy,0.280545937034337,0.236912687694334,0.365487360101768,0.0124975778178118,0.0110652970778127,0.0125886842151268
famp2,20,Hellinger,kzz,0.271703929250335,0.19805965767818,0.358508065915333,0.00990762826155744,0.00659577978191159,0.0109247214560423
famp2,20,Wasserstein,kxx,0.211414129500168,0.154026261147839,0.340247935685309,0.0152508763459331,0.0058621475617744,0.0161359420008793
famp2,20,Wasserstein,kyy,0.263048453305951,0.179010374911926,0.585530316473747,0.00689758398327369,0.00614337756340022,0.0103766362251088
